,dob,photo_taken,full_path,gender,age,pixels
598,722442,2009,['03/7002103_1977-12-23_2009.jpg'],1.0,32,"tensor([ 95., 129.,  52.,  ..., 255., 212.,  72.])"
602,703389,1976,['83/7002883_1925-10-24_1976.jpg'],1.0,51,"tensor([ 6.,  6.,  6.,  ..., 17., 17., 17.])"
606,723866,2012,['08/7005408_1981-11-16_2012.jpg'],1.0,31,"tensor([158., 176.,   4.,  ..., 179., 223., 224.])"
608,723679,2013,['38/7005738_1981-05-13_2013.jpg'],1.0,32,"tensor([10., 11.,  6.,  ..., 88., 45., 65.])"
609,714147,2012,['41/700641_1955-04-08_2012.jpg'],1.0,57,"tensor([223., 245., 242.,  ..., 146., 169., 177.])"
613,725920,2014,['82/8000182_1987-07-02_2014.jpg'],1.0,27,"tensor([178., 153., 146.,  ...,  88., 142., 129.])"
614,723197,2008,['49/8000249_1980-01-17_2008.jpg'],1.0,28,"tensor([116., 133.,  53.,  ..., 140., 153.,  63.])"
621,708628,1979,['79/8003479_1940-02-27_1979.jpg'],1.0,39,"tensor([57., 57., 57.,  ..., 15., 15., 15.])"
622,723230,2013,['86/8005486_1980-02-19_2013.jpg'],1.0,33,"tensor([ 17.,   5.,   5.,  ..., 191.,   8.,   2.])"
623,724545,2009,['94/800594_1983-09-26_2009.jpg'],1.0,26,"tensor([229., 139., 104.,  ..., 115., 150.,  56.])"
624,716212,2011,['84/8006084_1960-12-02_2011.jpg'],1.0,51,"tensor([104., 108., 111.,  ...,  85.,  89.,  88.])"
628,721705,2004,['63/8007563_1975-12-17_2004.jpg'],1.0,29,"tensor([ 43.,  57.,  86.,  ..., 107., 133., 122.])"
630,721983,2014,['01/8007901_1976-09-20_2014.jpg'],1.0,38,"tensor([171., 171., 163.,  ...,  21.,  22.,  17.])"
632,709525,1968,['64/8009364_1942-08-12_1968.jpg'],0.0,26,"tensor([  9.,  67., 151.,  ..., 202., 141.,  76.])"
642,724108,2008,['03/9000703_1982-07-16_2008.jpg'],1.0,26,"tensor([184.,  32.,  31.,  ..., 210., 178.,  55.])"
647,715291,2009,['05/9003505_1958-05-26_2009.jpg'],1.0,51,"tensor([238., 230., 209.,  ...,  27.,  45.,  81.])"
650,724111,2015,['72/900572_1982-07-19_2015.jpg'],1.0,33,"tensor([ 97., 138., 182.,  ...,   2.,   2.,   4.])"
651,722241,2005,['97/900597_1977-06-05_2005.jpg'],0.0,28,"tensor([222., 202., 201.,  ...,  83.,  65.,  65.])"
652,721883,2007,['25/900625_1976-06-12_2007.jpg'],1.0,31,"tensor([48., 47., 52.,  ..., 45., 42., 37.])"
653,722121,2010,['06/9007206_1977-02-05_2010.jpg'],1.0,33,"tensor([170., 188., 190.,  ...,   3.,  51., 115.])"
658,720374,2012,['70/9007770_1972-04-25_2012.jpg'],0.0,40,"tensor([ 68.,  71.,  62.,  ..., 107., 139., 162.])"
660,711116,1978,['38/9009138_1946-12-20_1978.jpg'],1.0,32,"tensor([218., 215., 210.,  ..., 209., 206., 201.])"
661,718036,2010,['95/90095_1965-11-30_2010.jpg'],1.0,45,"tensor([145., 133., 121.,  ...,  37.,  38.,  56.])"
662,696854,1941,['96/9009896_1907-12-03_1941.jpg'],0.0,34,"tensor([240., 240., 240.,  ..., 215., 215., 215.])"
664,724203,2013,['55/1100155_1982-10-19_2013.jpg'],0.0,31,"tensor([ 23.,  20.,  27.,  ..., 108.,  50.,  38.])"
665,725827,2015,['52/11002152_1987-03-31_2015.jpg'],0.0,28,"tensor([163., 160., 141.,  ..., 211.,  78.,  79.])"
667,701159,1947,['95/11003095_1919-09-16_1947.jpg'],1.0,28,"tensor([19., 19., 19.,  ..., 85., 85., 85.])"
671,722302,2010,['52/11004152_1977-08-05_2010.jpg'],1.0,33,"tensor([226.,  57.,  38.,  ...,   9.,  10.,  14.])"
678,721348,2009,['72/11009372_1974-12-25_2009.jpg'],1.0,35,"tensor([ 88.,  62.,  45.,  ..., 116.,  86.,  58.])"
679,711123,2012,['10/1101010_1946-12-27_2012.jpg'],1.0,66,"tensor([18., 18., 16.,  ..., 23., 27., 38.])"
680,716844,2007,['43/11012943_1962-08-26_2007.jpg'],1.0,45,"tensor([215.,  48.,  39.,  ..., 252.,  90.,  75.])"
681,709818,1971,['42/1101442_1943-06-01_1971.jpg'],1.0,28,"tensor([187., 187., 187.,  ..., 126., 126., 126.])"
697,714276,2010,['95/11020595_1955-08-15_2010.jpg'],1.0,55,"tensor([242., 241., 237.,  ...,  14.,  14.,  14.])"
701,720623,2008,['94/1102494_1972-12-30_2008.jpg'],1.0,36,"tensor([201., 169., 130.,  ...,  25.,  24.,  42.])"
703,722559,2007,['33/1102633_1978-04-19_2007.jpg'],1.0,29,"tensor([218., 172.,  84.,  ...,  18.,  20.,  19.])"
706,711099,2008,['53/1102853_1946-12-03_2008.jpg'],1.0,62,"tensor([ 69., 103.,  79.,  ..., 140., 147., 175.])"
708,707552,2006,['74/1102874_1937-03-18_2006.jpg'],1.0,69,"tensor([217., 215., 226.,  ...,  24.,  18.,  20.])"
715,722822,2014,['47/11034947_1979-01-07_2014.jpg'],1.0,35,"tensor([161., 148., 132.,  ..., 122., 119., 126.])"
717,724857,2009,['00/11035100_1984-08-03_2009.jpg'],1.0,25,"tensor([ 39.,  53.,  18.,  ...,  25.,  84., 210.])"
718,723480,2009,['08/11035508_1980-10-26_2009.jpg'],1.0,29,"tensor([120., 134., 173.,  ..., 187., 134., 116.])"
721,702669,1946,['48/11037248_1923-11-04_1946.jpg'],1.0,23,"tensor([44., 44., 44.,  ..., 17., 17., 17.])"
727,724219,2010,['55/11040055_1982-11-04_2010.jpg'],1.0,28,"tensor([ 73., 106., 141.,  ...,  73.,  70.,  87.])"
737,711815,1972,['76/1104576_1948-11-18_1972.jpg'],0.0,24,"tensor([ 95., 110.,  89.,  ..., 218., 195., 117.])"
738,720606,2011,['49/11045849_1972-12-13_2011.jpg'],1.0,39,"tensor([ 0.,  2., 73.,  ..., 15., 43., 90.])"
742,720322,2010,['30/1104730_1972-03-04_2010.jpg'],0.0,38,"tensor([ 43.,  39.,  53.,  ..., 251., 249., 254.])"
750,718922,2008,['56/11053756_1968-05-04_2008.jpg'],1.0,40,"tensor([95., 90., 84.,  ..., 72., 76., 85.])"
752,723827,2012,['50/11054150_1981-10-08_2012.jpg'],1.0,31,"tensor([ 1.,  1.,  1.,  ..., 51., 41., 31.])"
755,713478,1975,['17/11056717_1953-06-08_1975.jpg'],1.0,22,"tensor([245., 245., 245.,  ..., 164., 164., 164.])"
759,701350,1977,['39/1105739_1920-03-25_1977.jpg'],1.0,57,"tensor([247., 247., 247.,  ..., 242., 242., 242.])"
764,720455,2014,['26/1106026_1972-07-15_2014.jpg'],0.0,42,"tensor([215., 117., 218.,  ...,  46., 114., 103.])"
773,720197,2009,['19/11064319_1971-10-31_2009.jpg'],1.0,38,"tensor([  7.,   7.,   5.,  ..., 177., 122.,  55.])"
781,712068,2006,['03/1106803_1949-07-29_2006.jpg'],0.0,57,"tensor([28., 14., 11.,  ..., 36., 31., 35.])"
792,719181,2014,['10/1107510_1969-01-18_2014.jpg'],1.0,45,"tensor([  1.,  15.,  41.,  ...,  49.,  82., 117.])"
794,720899,2005,['99/1107599_1973-10-02_2005.jpg'],1.0,32,"tensor([ 22.,  21.,  17.,  ..., 204., 204., 204.])"
795,725372,2008,['87/11076287_1985-12-31_2008.jpg'],1.0,23,"tensor([176., 186., 159.,  ...,  40.,  54., 103.])"
798,703474,2006,['32/1107832_1926-01-17_2006.jpg'],1.0,80,"tensor([169., 146., 105.,  ...,  33.,  31.,  34.])"
799,718977,2009,['22/1108022_1968-06-28_2009.jpg'],1.0,41,"tensor([58., 49., 34.,  ...,  0.,  0.,  0.])"
800,717407,2005,['41/1108041_1964-03-11_2005.jpg'],1.0,41,"tensor([ 49.,  48.,  44.,  ..., 120.,  86.,  84.])"
801,700222,1946,['87/1108087_1917-02-21_1946.jpg'],0.0,29,"tensor([ 23.,  30.,  22.,  ..., 143., 199., 234.])"
802,712614,2011,['61/11081361_1951-01-26_2011.jpg'],1.0,60,"tensor([ 45.,  57.,  11.,  ..., 255., 255., 247.])"
805,721889,2010,['66/1108266_1976-06-18_2010.jpg'],1.0,34,"tensor([ 61., 185., 245.,  ...,  42.,  56.,  83.])"
812,725815,2010,['21/11086621_1987-03-19_2010.jpg'],0.0,23,"tensor([116.,  91.,  87.,  ...,  88.,  73.,  66.])"
816,712197,2010,['04/1109104_1949-12-05_2010.jpg'],1.0,61,"tensor([255., 255., 255.,  ..., 108., 117., 134.])"
822,719015,2007,['27/1109927_1968-08-05_2007.jpg'],1.0,39,"tensor([ 22.,  18.,  17.,  ..., 245., 245., 255.])"
824,719704,2009,['83/1109983_1970-06-25_2009.jpg'],0.0,39,"tensor([247., 236., 218.,  ..., 211., 143., 124.])"
828,721613,2014,['79/2100479_1975-09-16_2014.jpg'],1.0,39,"tensor([  8.,   8.,   8.,  ..., 239., 238., 233.])"
834,720762,2012,['44/2100644_1973-05-18_2012.jpg'],1.0,39,"tensor([ 11.,  10.,   8.,  ..., 174., 113.,  85.])"
838,725266,2011,['80/21011080_1985-09-16_2011.jpg'],1.0,26,"tensor([176., 191., 188.,  ..., 191., 197., 193.])"
842,699940,1990,['82/21013382_1916-05-15_1990.jpg'],1.0,74,"tensor([154., 149., 146.,  ..., 230., 231., 235.])"
843,712347,2008,['20/2101520_1950-05-04_2008.jpg'],1.0,58,"tensor([145., 174., 190.,  ...,  37.,  40.,  57.])"
845,715377,2014,['49/2101649_1958-08-20_2014.jpg'],1.0,56,"tensor([103.,  57.,  34.,  ...,   1.,   4.,  13.])"
847,725843,2014,['58/21019258_1987-04-16_2014.jpg'],1.0,27,"tensor([ 18.,  34.,  47.,  ..., 249.,  64.,  36.])"
851,726168,2013,['60/21021360_1988-03-06_2013.jpg'],1.0,25,"tensor([164., 113., 112.,  ..., 112.,  75., 152.])"
853,704085,1976,['22/210222_1927-09-20_1976.jpg'],0.0,49,"tensor([134., 133., 129.,  ...,  33.,  33.,  31.])"
854,711235,2008,['31/2102231_1947-04-18_2008.jpg'],1.0,61,"tensor([212.,  92.,  42.,  ...,   3.,   4.,   0.])"
858,700578,2009,['79/21026379_1918-02-12_2009.jpg'],1.0,91,"tensor([ 89.,  97.,  74.,  ..., 182., 173., 190.])"
859,714538,2011,['13/21026613_1956-05-03_2011.jpg'],1.0,55,"tensor([ 30.,  62., 109.,  ...,  77.,  66.,  72.])"
860,711397,2009,['26/21026_1947-09-27_2009.jpg'],1.0,62,"tensor([ 23.,  24.,  26.,  ..., 156., 104.,  65.])"
867,725137,2009,['56/21031256_1985-05-10_2009.jpg'],0.0,24,"tensor([209., 216., 226.,  ..., 161., 138., 146.])"
868,723131,2011,['76/21031276_1979-11-12_2011.jpg'],0.0,32,"tensor([ 4.,  3.,  8.,  ..., 14.,  4.,  3.])"
869,724440,2009,['20/21031520_1983-06-13_2009.jpg'],0.0,26,"tensor([199., 153., 137.,  ..., 200., 137., 106.])"
870,721410,2009,['46/21031546_1975-02-25_2009.jpg'],1.0,34,"tensor([ 0.,  0.,  0.,  ..., 22., 11., 19.])"
871,722392,2006,['81/21031581_1977-11-03_2006.jpg'],0.0,29,"tensor([255., 255., 255.,  ..., 243., 207., 183.])"
874,717679,2010,['18/210318_1964-12-08_2010.jpg'],0.0,46,"tensor([ 36.,  95., 139.,  ...,  58.,  91., 110.])"
875,722034,2008,['96/2103196_1976-11-10_2008.jpg'],1.0,32,"tensor([240., 241., 235.,  ..., 177., 182., 178.])"
876,726523,2014,['65/21032065_1989-02-24_2014.jpg'],1.0,25,"tensor([143.,  47.,  59.,  ..., 246., 235., 111.])"
877,726126,2009,['80/21033180_1988-01-24_2009.jpg'],0.0,21,"tensor([216., 223., 216.,  ...,  21.,  18.,  11.])"
882,715968,2012,['62/21035262_1960-04-02_2012.jpg'],1.0,52,"tensor([ 43.,  38.,  32.,  ..., 120., 121., 116.])"
885,710732,1990,['59/210359_1945-12-01_1990.jpg'],0.0,45,"tensor([190., 215., 209.,  ..., 157., 165., 168.])"
886,712539,1972,['17/21036617_1950-11-12_1972.jpg'],1.0,22,"tensor([242., 242., 242.,  ...,  36.,  36.,  36.])"
888,719249,2014,['28/21037528_1969-03-27_2014.jpg'],0.0,45,"tensor([252., 116., 100.,  ..., 168., 122., 169.])"
889,726334,2009,['63/21037963_1988-08-19_2009.jpg'],0.0,21,"tensor([178., 158., 159.,  ...,   0., 160., 114.])"
890,693641,1945,['14/2103814_1899-02-14_1945.jpg'],1.0,46,"tensor([218., 218., 218.,  ...,  89.,  89.,  89.])"
892,710857,2008,['82/210382_1946-04-05_2008.jpg'],0.0,62,"tensor([93., 63., 25.,  ..., 35., 24., 22.])"
896,707828,1968,['76/21039476_1937-12-19_1968.jpg'],1.0,31,"tensor([194., 194., 194.,  ..., 248., 248., 248.])"
897,694139,1946,['83/21039683_1900-06-27_1946.jpg'],0.0,46,"tensor([248., 243., 237.,  ..., 135., 137., 149.])"
899,710078,2008,['41/21040341_1944-02-16_2008.jpg'],1.0,64,"tensor([38., 16.,  0.,  ..., 34., 30., 27.])"
903,728915,2015,['95/21042595_1995-09-13_2015.jpg'],1.0,20,"tensor([164., 201., 245.,  ..., 192., 187., 191.])"
905,710383,1968,['35/21043235_1944-12-17_1968.jpg'],1.0,24,"tensor([141., 141., 141.,  ...,  98.,  98.,  98.])"
908,707061,2007,['65/2104365_1935-11-13_2007.jpg'],1.0,72,"tensor([144., 147., 140.,  ...,  41.,  28.,  38.])"
910,715898,2007,['44/21044844_1960-01-23_2007.jpg'],1.0,47,"tensor([ 60.,  57.,  50.,  ..., 175., 164., 142.])"
911,723321,2012,['07/21046107_1980-05-20_2012.jpg'],1.0,32,"tensor([152., 204., 243.,  ...,  17.,  30.,  47.])"
913,720331,2011,['69/210469_1972-03-13_2011.jpg'],1.0,39,"tensor([24., 42., 28.,  ..., 98., 88., 87.])"
916,721678,2010,['01/2104801_1975-11-20_2010.jpg'],1.0,35,"tensor([112., 116., 207.,  ..., 101.,  82.,  84.])"
920,723483,2015,['33/2105133_1980-10-29_2015.jpg'],1.0,35,"tensor([167., 201., 239.,  ..., 244., 182., 169.])"
924,723278,2009,['28/21054728_1980-04-07_2009.jpg'],0.0,29,"tensor([199.,  48.,  55.,  ..., 167., 123.,  96.])"
927,704036,2007,['40/2105540_1927-08-02_2007.jpg'],1.0,80,"tensor([214., 232., 242.,  ..., 114., 115., 110.])"
929,727457,2012,['46/21055746_1991-09-16_2012.jpg'],0.0,21,"tensor([ 94.,  99., 102.,  ..., 176.,  19.,  64.])"
931,699901,1971,['13/21059413_1916-04-06_1971.jpg'],1.0,55,"tensor([129., 130., 132.,  ..., 217., 217., 215.])"
932,687665,1945,['97/210597_1882-10-05_1945.jpg'],1.0,63,"tensor([176., 176., 176.,  ..., 108., 108., 108.])"
934,725028,2011,['50/21062350_1985-01-21_2011.jpg'],1.0,26,"tensor([105., 118.,  74.,  ..., 220.,  37.,  29.])"
937,709324,2014,['79/2106579_1942-01-23_2014.jpg'],1.0,72,"tensor([34., 25., 26.,  ..., 20., 20., 20.])"
941,717412,1995,['96/2107096_1964-03-16_1995.jpg'],1.0,31,"tensor([  0.,   0.,   0.,  ..., 221., 203., 191.])"
944,716112,2011,['32/210732_1960-08-24_2011.jpg'],1.0,51,"tensor([178., 179., 181.,  ..., 219., 178., 186.])"
945,715979,2002,['69/2107369_1960-04-13_2002.jpg'],1.0,42,"tensor([217., 218., 223.,  ...,  96., 106., 142.])"
950,720899,2013,['57/21076357_1973-10-02_2013.jpg'],1.0,40,"tensor([196., 195., 175.,  ..., 138., 140., 135.])"
952,724752,2012,['56/21078356_1984-04-20_2012.jpg'],1.0,28,"tensor([ 44.,   8.,  12.,  ..., 123., 103.,  76.])"
954,713946,2013,['63/21079563_1954-09-19_2013.jpg'],1.0,59,"tensor([ 62., 101.,  72.,  ...,  66.,  80.,  89.])"
956,716447,2014,['40/21082040_1961-07-25_2014.jpg'],1.0,53,"tensor([107., 110., 115.,  ...,  39.,  45.,  31.])"
957,716416,2008,['21/2108221_1961-06-24_2008.jpg'],1.0,47,"tensor([254., 249., 246.,  ...,   8.,   7.,   2.])"
958,702615,1950,['62/2108262_1923-09-11_1950.jpg'],1.0,27,"tensor([242., 236., 204.,  ...,  51.,  48.,  33.])"
959,720900,2014,['74/2108274_1973-10-03_2014.jpg'],0.0,41,"tensor([229., 230., 224.,  ...,  19.,  20.,  24.])"
960,726511,2012,['45/21082845_1989-02-12_2012.jpg'],1.0,23,"tensor([135., 126., 121.,  ..., 198., 210., 224.])"
962,717157,2010,['37/210837_1963-07-05_2010.jpg'],0.0,47,"tensor([231., 212., 197.,  ..., 255., 207., 207.])"
964,695376,1952,['41/21086041_1903-11-16_1952.jpg'],0.0,49,"tensor([40., 40., 40.,  ..., 52., 52., 52.])"
965,726986,2011,['01/21086401_1990-06-02_2011.jpg'],1.0,21,"tensor([130., 131., 125.,  ..., 152., 154., 151.])"
966,712032,2008,['99/21087099_1949-06-23_2008.jpg'],1.0,59,"tensor([172., 120.,  83.,  ...,  59.,  48.,  54.])"
967,723750,2010,['11/21088611_1981-07-23_2010.jpg'],0.0,29,"tensor([121.,  71.,  48.,  ...,  23.,  24.,  28.])"
968,724433,2011,['20/21088720_1983-06-06_2011.jpg'],0.0,28,"tensor([236., 192., 121.,  ...,  58.,  48.,  49.])"
969,724403,2010,['79/21088779_1983-05-07_2010.jpg'],0.0,27,"tensor([136.,  45.,  16.,  ...,  26.,  27.,  29.])"
970,723384,2005,['44/21088844_1980-07-22_2005.jpg'],0.0,25,"tensor([18.,  9.,  4.,  ...,  6., 10.,  9.])"
971,720923,2014,['19/2108919_1973-10-26_2014.jpg'],1.0,41,"tensor([ 83., 111., 148.,  ..., 118.,  67.,  36.])"
980,723642,2010,['26/21092126_1981-04-06_2010.jpg'],0.0,29,"tensor([122., 123., 128.,  ..., 153., 134., 119.])"
983,714069,1983,['85/2109485_1955-01-20_1983.jpg'],1.0,28,"tensor([ 99.,  98.,  94.,  ..., 151., 141., 142.])"
984,697490,1955,['12/21095212_1909-08-30_1955.jpg'],0.0,46,"tensor([91., 89., 92.,  ..., 74., 74., 86.])"
986,720388,1987,['01/2109701_1972-05-09_1987.jpg'],0.0,15,"tensor([122., 122., 122.,  ..., 133., 133., 133.])"
987,727652,2009,['88/21097888_1992-03-29_2009.jpg'],1.0,17,"tensor([168., 168., 166.,  ..., 180., 178., 181.])"
989,727445,2015,['48/21098548_1991-09-04_2015.jpg'],1.0,24,"tensor([229., 228., 234.,  ..., 255., 255., 255.])"
990,718800,2006,['55/21098855_1968-01-03_2006.jpg'],0.0,38,"tensor([ 48.,  28.,  39.,  ..., 103.,  88.,  69.])"
995,725439,2011,['48/3100148_1986-03-08_2011.jpg'],0.0,25,"tensor([ 19.,  43., 103.,  ...,  47.,  93., 117.])"
1001,727725,2014,['52/31008752_1992-06-10_2014.jpg'],0.0,22,"tensor([198., 181., 173.,  ...,  25.,  18.,  10.])"
1003,713150,2013,['13/31009313_1952-07-15_2013.jpg'],1.0,61,"tensor([232., 242., 254.,  ...,  92.,  88., 113.])"
1004,723804,2014,['00/31010400_1981-09-15_2014.jpg'],1.0,33,"tensor([ 6.,  4.,  5.,  ...,  7.,  6., 12.])"
1008,726493,2007,['84/3101284_1989-01-25_2007.jpg'],0.0,18,"tensor([159., 146., 129.,  ..., 240., 204., 172.])"
1009,713984,2004,['30/3101330_1954-10-27_2004.jpg'],1.0,50,"tensor([146., 119.,  66.,  ..., 136., 119.,  93.])"
1016,717321,2015,['93/31017693_1963-12-16_2015.jpg'],1.0,52,"tensor([212., 207., 204.,  ..., 207., 202., 196.])"
1017,707747,1960,['91/31017991_1937-09-29_1960.jpg'],0.0,23,"tensor([163., 163., 163.,  ...,  92.,  92.,  92.])"
1018,727963,2012,['34/31018434_1993-02-03_2012.jpg'],0.0,19,"tensor([ 13.,  14.,  18.,  ..., 100.,  65.,  63.])"
1019,727826,2012,['75/31019075_1992-09-19_2012.jpg'],1.0,20,"tensor([ 97., 119., 142.,  ...,  39.,  63., 111.])"
1020,728125,2012,['15/31019115_1993-07-15_2012.jpg'],1.0,19,"tensor([ 74.,  79.,  99.,  ...,  80., 124.,  11.])"
1025,705487,2013,['28/310228_1931-07-23_2013.jpg'],1.0,82,"tensor([217., 221., 246.,  ...,  87.,  81.,  81.])"
1026,723748,2014,['02/31025102_1981-07-21_2014.jpg'],1.0,33,"tensor([26., 30., 29.,  ..., 56., 70., 57.])"
1029,724687,2010,['27/3102627_1984-02-15_2010.jpg'],0.0,26,"tensor([240., 240., 240.,  ...,   4.,   4.,   4.])"
1031,724736,2015,['61/31026761_1984-04-04_2015.jpg'],1.0,31,"tensor([ 70.,  86.,  86.,  ..., 158., 170., 186.])"
1033,725168,2013,['74/3102774_1985-06-10_2013.jpg'],1.0,28,"tensor([255., 255., 255.,  ..., 119.,  55.,  53.])"
1036,723121,2013,['36/31028436_1979-11-02_2013.jpg'],0.0,34,"tensor([247., 255., 146.,  ..., 254., 255., 248.])"
1038,718123,2007,['01/310301_1966-02-25_2007.jpg'],0.0,41,"tensor([123., 125., 120.,  ..., 193., 152., 108.])"
1039,707344,1960,['79/3103079_1936-08-22_1960.jpg'],0.0,24,"tensor([ 16.,   6.,  31.,  ...,  95., 172., 166.])"
1042,705147,1993,['34/31034_1930-08-17_1993.jpg'],1.0,63,"tensor([116., 116., 116.,  ...,   6.,   6.,   6.])"
1043,713896,2010,['15/31035015_1954-07-31_2010.jpg'],1.0,56,"tensor([132., 147., 144.,  ...,  12.,  12.,  12.])"
1046,712329,2009,['15/31036215_1950-04-16_2009.jpg'],1.0,59,"tensor([251., 254., 233.,  ..., 247., 254., 236.])"
1049,723886,2015,['50/31038450_1981-12-06_2015.jpg'],1.0,34,"tensor([192., 193., 185.,  ...,  12.,  12.,  24.])"
1052,724071,2012,['38/31042738_1982-06-09_2012.jpg'],1.0,30,"tensor([ 27.,  18.,   1.,  ..., 168., 234., 220.])"
1053,705176,1968,['20/31043020_1930-09-15_1968.jpg'],1.0,38,"tensor([  1.,   1.,   1.,  ..., 166., 167., 135.])"
1054,724187,2010,['28/3104328_1982-10-03_2010.jpg'],0.0,28,"tensor([ 22.,  23.,  28.,  ..., 255.,  66.,  76.])"
1058,702349,1942,['31/31046131_1922-12-19_1942.jpg'],1.0,20,"tensor([76., 71., 65.,  ..., 52., 48., 45.])"
1060,704887,2013,['11/31049611_1929-11-30_2013.jpg'],0.0,84,"tensor([  4.,   4.,   2.,  ..., 128.,  62., 126.])"
1061,726318,2014,['69/31049669_1988-08-03_2014.jpg'],1.0,26,"tensor([142., 116.,  93.,  ..., 213.,  29.,  65.])"
1063,722934,2010,['13/31050613_1979-04-29_2010.jpg'],1.0,31,"tensor([249., 248., 244.,  ..., 189., 193., 205.])"
1067,717845,2015,['81/31055981_1965-05-23_2015.jpg'],0.0,50,"tensor([152., 200., 248.,  ..., 151., 135., 135.])"
1071,726792,2013,['72/31057972_1989-11-20_2013.jpg'],1.0,24,"tensor([60., 56., 55.,  ..., 66., 78., 90.])"
1072,725796,2012,['38/31059738_1987-02-28_2012.jpg'],1.0,25,"tensor([ 11.,  10.,   6.,  ..., 229., 241., 255.])"
1074,714056,2007,['93/31059893_1955-01-07_2007.jpg'],0.0,52,"tensor([20., 30., 19.,  ..., 55., 33., 20.])"
1075,726597,2013,['33/31060033_1989-05-09_2013.jpg'],1.0,24,"tensor([251., 251., 251.,  ..., 170., 195., 112.])"
1076,727754,2011,['64/31060064_1992-07-09_2011.jpg'],1.0,19,"tensor([219., 221., 220.,  ...,  24.,  24.,  26.])"
1077,726736,2014,['85/31060285_1989-09-25_2014.jpg'],1.0,25,"tensor([254., 249., 220.,  ..., 206., 122.,  96.])"
1082,713418,2006,['22/31063522_1953-04-09_2006.jpg'],1.0,53,"tensor([34., 33., 31.,  ...,  1.,  1.,  3.])"
1084,708630,1985,['36/31064936_1940-02-29_1985.jpg'],0.0,45,"tensor([252., 252., 252.,  ...,   0.,   0.,   0.])"
1086,728643,2011,['16/31065216_1994-12-15_2011.jpg'],1.0,17,"tensor([ 22.,  22.,  22.,  ...,  78., 118.,  83.])"
1088,725540,2013,['33/31066333_1986-06-17_2013.jpg'],0.0,27,"tensor([254., 244., 253.,  ..., 194., 122.,  97.])"
1091,724947,2009,['49/31067949_1984-11-01_2009.jpg'],1.0,25,"tensor([ 13.,  24.,  26.,  ..., 235., 242., 252.])"
1094,728885,2012,['54/31076754_1995-08-14_2012.jpg'],0.0,17,"tensor([206., 207., 209.,  ..., 194., 197., 206.])"
1097,705106,1956,['98/310798_1930-07-07_1956.jpg'],1.0,26,"tensor([22., 22., 22.,  ..., 50., 50., 50.])"
1101,706380,2008,['47/3108147_1934-01-01_2008.jpg'],1.0,74,"tensor([124., 125., 119.,  ..., 139., 140., 135.])"
1102,716954,2000,['59/3108159_1962-12-14_2000.jpg'],1.0,38,"tensor([182., 207., 212.,  ...,  29.,  45.,  44.])"
1105,715471,2014,['23/31083623_1958-11-22_2014.jpg'],1.0,56,"tensor([ 72., 198., 238.,  ...,  10.,  15.,  19.])"
1108,713583,2013,['50/31088050_1953-09-21_2013.jpg'],1.0,60,"tensor([243., 247., 250.,  ...,  28.,  32.,  35.])"
1110,728620,2012,['74/31088374_1994-11-22_2012.jpg'],1.0,18,"tensor([ 23.,  18.,  25.,  ..., 229., 220., 239.])"
1111,727277,2011,['68/31088568_1991-03-20_2011.jpg'],1.0,20,"tensor([182., 188., 188.,  ..., 148.,  14.,  39.])"
1118,715716,1984,['88/31091188_1959-07-25_1984.jpg'],1.0,25,"tensor([232., 219., 166.,  ..., 165.,  29.,  39.])"
1125,720537,2007,['68/41006168_1972-10-05_2007.jpg'],0.0,35,"tensor([  8.,  12.,  13.,  ..., 191., 114.,  68.])"
1127,715643,2013,['10/41008910_1959-05-13_2013.jpg'],1.0,54,"tensor([51., 32., 17.,  ..., 87., 89., 88.])"
1132,724765,2009,['70/4101970_1984-05-03_2009.jpg'],0.0,25,"tensor([245., 145., 171.,  ..., 224., 145.,  88.])"
1133,712578,2015,['73/41020973_1950-12-21_2015.jpg'],0.0,65,"tensor([73., 23., 34.,  ..., 77., 58., 77.])"
1139,704076,1954,['91/410291_1927-09-11_1954.jpg'],1.0,27,"tensor([ 38.,  41.,  34.,  ..., 143., 143., 131.])"
1145,727661,2013,['53/41041253_1992-04-07_2013.jpg'],0.0,21,"tensor([ 81., 132., 153.,  ..., 162., 155., 145.])"
1149,720200,2013,['05/41043105_1971-11-03_2013.jpg'],1.0,42,"tensor([249., 230., 216.,  ..., 121., 108., 128.])"
1151,720789,2014,['41/41044041_1973-06-14_2014.jpg'],,41,"tensor([18., 10.,  8.,  ..., 80., 66., 57.])"
1154,727461,2014,['90/41046290_1991-09-20_2014.jpg'],1.0,23,"tensor([ 30.,  30.,  28.,  ..., 178., 175., 192.])"
1156,727325,2015,['55/41046655_1991-05-07_2015.jpg'],1.0,24,"tensor([ 72.,  63.,  58.,  ..., 217., 200., 182.])"
1162,724511,2013,['25/41047125_1983-08-23_2013.jpg'],1.0,30,"tensor([173., 193., 254.,  ...,  44.,  25.,  27.])"
1165,719516,2006,['84/410484_1969-12-19_2006.jpg'],1.0,37,"tensor([255., 255., 255.,  ...,  33.,  33.,  33.])"
1166,717753,2014,['56/41049356_1965-02-20_2014.jpg'],0.0,49,"tensor([ 14.,  13.,  44.,  ...,  18.,  39., 132.])"
